code,time_zone_id,country,region
LCP,America/Argentina/Salta,Argentina,South America
LCL,America/Havana,Cuba,Caribbean
LCM,America/Argentina/Cordoba,Argentina,South America
JJU,America/Godthab,Greenland,Other International
JKV,America/Chicago,United States,Domestic
LCQ,America/New_York,United States,Domestic
LCV,Europe/Rome,Italy,Europe
LDA,Asia/Kolkata,India,Pacific
LDK,Europe/Stockholm,Sweden,Europe
JLB,America/Los_Angeles,United States,Domestic
LDB,America/Sao_Paulo,Brazil,South America
LDC,Australia/Lindeman,Australia,Australia/New Zealand
LDE,Europe/Paris,France,Europe
LDN,Asia/Kathmandu,Nepal,Pacific
LDX,America/Cayenne,French Guiana,South America
JLD,Europe/Stockholm,Sweden,Europe
JLH,America/Chicago,United States,Domestic
JLN,America/Chicago,United States,Domestic
LDM,America/Detroit,United States,Domestic
JLR,Asia/Kolkata,India,Pacific
LDO,America/Paramaribo,Suriname,South America
LDR,Asia/Aden,Yemen,Middle East
JLS,America/Sao_Paulo,Brazil,South America
LDV,Europe/Paris,France,Europe
JLX,America/Los_Angeles,United States,Domestic
JMA,America/Chicago,United States,Domestic
JMB,Africa/Luanda,Angola,Africa
JMC,America/Los_Angeles,United States,Domestic
JMD,America/Chicago,United States,Domestic
JMH,America/Chicago,United States,Domestic
JMJ,Asia/Shanghai,China,Pacific
JMK,Europe/Athens,Greece,Europe
JMM,Europe/Stockholm,Sweden,Europe
JMN,America/Chicago,United States,Domestic
JMO,Asia/Kathmandu,Nepal,Pacific
LEB,America/New_York,United States,Domestic
LEC,America/Bahia,Brazil,South America
JMS,America/Chicago,United States,Domestic
LEE,America/New_York,United States,Domestic
LEH,Europe/Paris,France,Europe
LEI,Europe/Madrid,Spain,Europe
LEK,Africa/Conakry,Guinea,Africa
JMY,Africa/Freetown,Sierra Leone,Africa
LEN,Europe/Madrid,Spain,Europe
LEO,Africa/Libreville,Gabon,Africa
LEP,America/Sao_Paulo,Brazil,South America
LEQ,Europe/London,United Kingdom,Europe
LET,America/Bogota,Colombia,South America
LEU,Europe/Madrid,Spain,Europe
LEW,America/New_York,United States,Domestic
LEX,America/New_York,United States,Domestic
LEY,Europe/Amsterdam,Netherlands,Europe
LEZ,America/Tegucigalpa,Honduras,Mexico/Central America
LFB,Africa/Maputo,Mozambique,Africa
LFH,Asia/Shanghai,China,Pacific
LFK,America/Chicago,United States,Domestic
LFM,Asia/Tehran,"Iran, Islamic Republic of",Middle East
LFN,America/New_York,United States,Domestic
JNA,America/Sao_Paulo,Brazil,South America
LFQ,Asia/Shanghai,China,Pacific
LFR,America/Caracas,"Venezuela, Bolivarian Republic of",South America
LED,Europe/Moscow,Russian Federation,Europe
LEM,America/Denver,United States,Domestic
LFO,Africa/Addis_Ababa,Ethiopia,Africa
JNB,Africa/Johannesburg,South Africa,Africa
LGC,America/New_York,United States,Domestic
JNG,Asia/Shanghai,China,Pacific
JNH,America/Chicago,United States,Domestic
JNI,America/Argentina/Buenos_Aires,Argentina,South America
LGO,Europe/Berlin,Germany,Europe
LGQ,America/Guayaquil,Ecuador,South America
LGR,America/Santiago,Chile,South America
LIN,Europe/Rome,Italy,Europe
LGT,America/Bogota,Colombia,South America
LGU,America/Denver,United States,Domestic
LIP,America/Sao_Paulo,Brazil,South America
LGY,America/Caracas,"Venezuela, Bolivarian Republic of",South America
LHA,Europe/Berlin,Germany,Europe
ALS,America/Denver,United States,Domestic
LHI,Asia/Jayapura,Indonesia,Pacific
LHK,Asia/Shanghai,China,Pacific
LHN,Asia/Taipei,"Taiwan, Province of China",Pacific
LHV,America/New_York,United States,Domestic
LIA,Asia/Shanghai,China,Pacific
LIC,America/Denver,United States,Domestic
LIF,Pacific/Noumea,New Caledonia,Pacific
LIG,Europe/Paris,France,Europe
LIT,America/Chicago,United States,Domestic
LGP,Asia/Manila,Philippines,Pacific
LGS,America/Argentina/Mendoza,Argentina,South America
LIY,America/New_York,United States,Domestic
LGW,Europe/London,United Kingdom,Europe
LHE,Asia/Karachi,Pakistan,Pacific
LHR,Europe/London,United Kingdom,Europe
LIE,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa
LIH,Pacific/Honolulu,United States,Hawaii
LIK,Pacific/Majuro,Marshall Islands,Pacific
LIL,Europe/Paris,France,Europe
LIM,America/Lima,Peru,South America
LIO,America/Costa_Rica,Costa Rica,Mexico/Central America
LIR,America/Costa_Rica,Costa Rica,Mexico/Central America
LIS,Europe/Lisbon,Portugal,Europe
LIW,Asia/Rangoon,Myanmar,Pacific
LIZ,America/New_York,United States,Domestic
LJA,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
LJC,America/Kentucky/Louisville,United States,Domestic
LKG,Africa/Nairobi,Kenya,Africa
LJN,America/Chicago,United States,Domestic
LKP,America/New_York,United States,Domestic
LKA,Asia/Makassar,Indonesia,Pacific
LKC,Africa/Brazzaville,Congo,Africa
LKE,America/Los_Angeles,United States,Domestic
LKR,Africa/Mogadishu,Somalia,Africa
LKI,America/Chicago,United States,Domestic
LLK,Asia/Baku,Azerbaijan,Pacific
LLS,America/Argentina/Cordoba,Argentina,South America
LKS,America/Chicago,United States,Domestic
LKV,America/Los_Angeles,United States,Domestic
LKY,Africa/Dar_es_Salaam,"Tanzania, United Republic of",Africa
LKZ,Europe/London,United Kingdom,Europe
LLB,Asia/Shanghai,China,Pacific
LJG,Asia/Shanghai,China,Pacific
LLI,Africa/Addis_Ababa,Ethiopia,Africa
LJU,Europe/Ljubljana,Slovenia,Europe
LLN,Asia/Jayapura,Indonesia,Pacific
LKH,Asia/Kuching,Malaysia,Pacific
LKL,Europe/Oslo,Norway,Europe
LLV,Asia/Shanghai,China,Pacific
LKN,Europe/Oslo,Norway,Europe
LLX,America/New_York,United States,Domestic
LLY,America/New_York,United States,Domestic
LKO,Asia/Kolkata,India,Pacific
LKW,Asia/Muscat,Oman,Middle East
LLA,Europe/Stockholm,Sweden,Europe
LLC,Asia/Manila,Philippines,Pacific
LLF,Asia/Shanghai,China,Pacific
LML,Pacific/Majuro,Marshall Islands,Pacific
LMC,America/Bogota,Colombia,South America
LMD,America/Argentina/Salta,Argentina,South America
LND,America/Denver,United States,Domestic
LME,Europe/Paris,France,Europe
LMH,America/Tegucigalpa,Honduras,Mexico/Central America
LMO,Europe/London,United Kingdom,Europe
ALW,America/Los_Angeles,United States,Domestic
LMM,America/Mazatlan,Mexico,Mexico/Central America
LMN,Asia/Kuching,Malaysia,Pacific
LNK,America/Chicago,United States,Domestic
LNN,America/New_York,United States,Domestic
LNP,America/New_York,United States,Domestic
LMS,America/Chicago,United States,Domestic
LNR,America/Chicago,United States,Domestic
LMZ,Africa/Maputo,Mozambique,Africa
LNU,Asia/Makassar,Indonesia,Pacific
LNX,Europe/Moscow,Russian Federation,Europe
LOB,America/Santiago,Chile,South America
LNJ,Asia/Shanghai,China,Pacific
LNL,Asia/Shanghai,China,Pacific
LNS,America/New_York,United States,Domestic
LNV,Pacific/Port_Moresby,Papua New Guinea,Pacific
LNY,Pacific/Honolulu,United States,Hawaii
LMB,Africa/Blantyre,Malawi,Africa
LMP,Europe/Rome,Italy,Europe
LMQ,Africa/Tripoli,Libya,Africa
LMR,Africa/Johannesburg,South Africa,Africa
LOF,Pacific/Majuro,Marshall Islands,Pacific
LMT,America/Los_Angeles,United States,Domestic
LNZ,Europe/Vienna,Austria,Europe
LOE,Asia/Bangkok,Thailand,Pacific
LOG,America/Los_Angeles,United States,Domestic
LOH,America/Guayaquil,Ecuador,South America
LOI,America/Sao_Paulo,Brazil,South America
LOL,America/Los_Angeles,United States,Domestic
LOM,America/Mexico_City,Mexico,Mexico/Central America
LOO,Africa/Algiers,Algeria,Africa
LOP,Asia/Makassar,Indonesia,Pacific
LOR,America/Chicago,United States,Domestic
LOS,Africa/Lagos,Nigeria,Africa
LOT,America/Chicago,United States,Domestic
LOU,America/Kentucky/Louisville,United States,Domestic
LOV,America/Monterrey,Mexico,Mexico/Central America
LOW,America/New_York,United States,Domestic
LOX,America/Guatemala,Guatemala,Mexico/Central America
LOY,Africa/Nairobi,Kenya,Africa
LQN,Asia/Kabul,Afghanistan,Pacific
LRG,Asia/Karachi,Pakistan,Pacific
ALX,America/Chicago,United States,Domestic
LRH,Europe/Paris,France,Europe
LRI,America/Bogota,Colombia,South America
LRJ,America/Chicago,United States,Domestic
LRK,America/Sitka,United States,Alaska
LRL,Africa/Lome,Togo,Africa
LRM,America/Santo_Domingo,Dominican Republic,Caribbean
LRN,America/Los_Angeles,United States,Domestic
LRO,America/Los_Angeles,United States,Domestic
LRR,Asia/Tehran,"Iran, Islamic Republic of",Middle East
LRS,Europe/Athens,Greece,Europe
LTN,Europe/London,United Kingdom,Europe
LTO,America/Mazatlan,Mexico,Mexico/Central America
LTQ,Europe/Paris,France,Europe
LTR,Europe/Dublin,Ireland,Europe
LTS,America/Chicago,United States,Domestic
LTU,Asia/Kolkata,India,Pacific
LTX,America/Guayaquil,Ecuador,South America
LUD,Africa/Windhoek,Namibia,Africa
LUE,Europe/Bratislava,Slovakia,Europe
LUL,America/Chicago,United States,Domestic
LUG,Europe/Zurich,Switzerland,Europe
LUH,Asia/Kolkata,India,Pacific
LUI,America/Tegucigalpa,Honduras,Mexico/Central America
LUK,America/New_York,United States,Domestic
LUS,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa
LUX,Europe/Luxembourg,Luxembourg,Europe
LUO,Africa/Luanda,Angola,Africa
LVK,America/Los_Angeles,United States,Domestic
LUQ,America/Argentina/San_Luis,Argentina,South America
LVP,Asia/Tehran,"Iran, Islamic Republic of",Middle East
LTL,Africa/Libreville,Gabon,Africa
LWB,America/New_York,United States,Domestic
LWC,America/Chicago,United States,Domestic
LWE,Asia/Makassar,Indonesia,Pacific
LYE,Europe/London,United Kingdom,Europe
LWL,America/Los_Angeles,United States,Domestic
LWM,America/New_York,United States,Domestic
LWN,Asia/Yerevan,Armenia,Pacific
LWO,Europe/Kiev,Ukraine,Europe
KOY,America/Anchorage,United States,Alaska
LWR,Europe/Amsterdam,Netherlands,Europe
LWS,America/Los_Angeles,United States,Domestic
LWT,America/Denver,United States,Domestic
LWV,America/Chicago,United States,Domestic
LWY,Asia/Kuching,Malaysia,Pacific
LXA,Asia/Shanghai,China,Pacific
MAE,America/Los_Angeles,United States,Domestic
BKT,America/New_York,United States,Domestic
MAH,Europe/Madrid,Spain,Europe
MAI,Africa/Blantyre,Malawi,Africa
MAJ,Pacific/Majuro,Marshall Islands,Pacific
MAK,Africa/Juba,South Sudan,Africa
MAM,America/Matamoros,Mexico,Mexico/Central America
MAN,Europe/London,United Kingdom,Europe
MAQ,Asia/Bangkok,Thailand,Pacific
MAR,America/Caracas,"Venezuela, Bolivarian Republic of",South America
MAS,Pacific/Port_Moresby,Papua New Guinea,Pacific
MAT,Africa/Kinshasa,"Congo, The Democratic Republic of the",Africa
MAU,Pacific/Tahiti,French Polynesia,Pacific
MAV,Pacific/Majuro,Marshall Islands,Pacific
MAD,Europe/Madrid,Spain,Europe
MBE,Asia/Tokyo,Japan,Pacific
MAZ,America/Puerto_Rico,Puerto Rico,Caribbean
MBG,America/Chicago,United States,Domestic
MBM,Africa/Johannesburg,South Africa,Africa
MBC,Africa/Libreville,Gabon,Africa
MBD,Africa/Johannesburg,South Africa,Africa
MBZ,America/Manaus,Brazil,South America
MBK,America/Cuiaba,Brazil,South America
KAQ,Pacific/Port_Moresby,Papua New Guinea,Pacific
AMN,America/Detroit,United States,Domestic
AMW,America/Chicago,United States,Domestic
ANB,America/Chicago,United States,Domestic
AND,America/New_York,United States,Domestic
ANP,America/New_York,United States,Domestic
ANQ,America/Indiana/Indianapolis,United States,Domestic
ANW,America/Chicago,United States,Domestic
ANY,America/Chicago,United States,Domestic
AOH,America/New_York,United States,Domestic
APA,America/Denver,United States,Domestic
ATL,America/New_York,United States,Domestic
WBU,America/Denver,United States,Domestic
AVX,America/Los_Angeles,United States,Domestic
AXS,America/Chicago,United States,Domestic
BCE,America/Denver,United States,Domestic
BDE,America/Chicago,United States,Domestic
BDR,America/New_York,United States,Domestic
BEC,America/Chicago,United States,Domestic
BFM,America/Chicago,United States,Domestic
KBE,America/Sitka,United States,Alaska
BFP,America/New_York,United States,Domestic
BML,America/New_York,United States,Domestic
BQK,America/New_York,United States,Domestic
BTY,America/Los_Angeles,United States,Domestic
BYH,America/Chicago,United States,Domestic
CAE,America/New_York,United States,Domestic
CBM,America/Chicago,United States,Domestic
CEA,America/Chicago,United States,Domestic
CGS,America/New_York,United States,Domestic
CIU,America/Detroit,United States,Domestic
KCC,America/Sitka,United States,Alaska
KCG,America/Anchorage,United States,Alaska
KCR,America/Anchorage,United States,Alaska
KCL,America/Anchorage,United States,Alaska
CLT,America/New_York,United States,Domestic
CRG,America/New_York,United States,Domestic
CRP,America/Chicago,United States,Domestic
CSG,America/New_York,United States,Domestic
KCN,America/Nome,United States,Alaska
CUB,America/New_York,United States,Domestic
CYS,America/Denver,United States,Domestic
DCA,America/New_York,United States,Domestic
DGL,America/Phoenix,United States,Domestic
KIP,America/Chicago,United States,Domestic
DNN,America/New_York,United States,Domestic
MRE,Africa/Nairobi,Kenya,Africa
KTJ,Africa/Nairobi,Kenya,Africa
KDQ,Pacific/Port_Moresby,Papua New Guinea,Pacific
KDS,Australia/Brisbane,Australia,Australia/New Zealand
LKU,Africa/Nairobi,Kenya,Africa
KEB,America/Anchorage,United States,Alaska
KDP,Pacific/Port_Moresby,Papua New Guinea,Pacific
DRA,America/Los_Angeles,United States,Domestic
DRE,America/Detroit,United States,Domestic
DTN,America/Chicago,United States,Domestic
DWH,America/Chicago,United States,Domestic
KDW,Asia/Colombo,Sri Lanka,Pacific
KRV,Africa/Nairobi,Kenya,Africa
KEK,America/Anchorage,United States,Alaska
KEG,Pacific/Port_Moresby,Papua New Guinea,Pacific
EFK,America/New_York,United States,Domestic
END,America/Chicago,United States,Domestic
KEX,Pacific/Port_Moresby,Papua New Guinea,Pacific
FAF,America/New_York,United States,Domestic
FCM,America/Chicago,United States,Domestic
FLL,America/New_York,United States,Domestic
FLX,America/Los_Angeles,United States,Domestic
FNL,America/Denver,United States,Domestic
FOE,America/Chicago,United States,Domestic
FRD,America/Los_Angeles,United States,Domestic
FSI,America/Chicago,United States,Domestic
FTW,America/Chicago,United States,Domestic
GCN,America/Phoenix,United States,Domestic
KGX,America/Anchorage,United States,Alaska
GWS,America/Denver,United States,Domestic
KGW,Pacific/Port_Moresby,Papua New Guinea,Pacific
HOU,America/Chicago,United States,Domestic
HTW,America/New_York,United States,Domestic
IAB,America/Chicago,United States,Domestic
IAH,America/Chicago,United States,Domestic
INS,America/Los_Angeles,United States,Domestic
IPL,America/Los_Angeles,United States,Domestic
KIA,Pacific/Port_Moresby,Papua New Guinea,Pacific
ISN,America/Chicago,United States,Domestic
KIB,America/Anchorage,United States,Alaska
KIQ,Pacific/Port_Moresby,Papua New Guinea,Pacific
LAS,America/Los_Angeles,United States,Domestic
KIZ,Pacific/Port_Moresby,Papua New Guinea,Pacific
LBB,America/Chicago,United States,Domestic
DTH,America/Los_Angeles,United States,Domestic
JAS,America/Chicago,United States,Domestic
KJU,Pacific/Port_Moresby,Papua New Guinea,Pacific
KKB,America/Anchorage,United States,Alaska
KKL,America/Anchorage,United States,Alaska
KLS,America/Los_Angeles,United States,Domestic
LPC,America/Los_Angeles,United States,Domestic
LSF,America/New_York,United States,Domestic
LUF,America/Phoenix,United States,Domestic
LFI,America/New_York,United States,Domestic
LGF,America/Phoenix,United States,Domestic
LNA,America/New_York,United States,Domestic
KMB,Pacific/Port_Moresby,Papua New Guinea,Pacific
MAF,America/Chicago,United States,Domestic
MAC,America/New_York,United States,Domestic
MCE,America/Los_Angeles,United States,Domestic
MCF,America/New_York,United States,Domestic
MCN,America/New_York,United States,Domestic
KMF,Pacific/Port_Moresby,Papua New Guinea,Pacific
MGE,America/New_York,United States,Domestic
MGM,America/Chicago,United States,Domestic
MGR,America/New_York,United States,Domestic
MHR,America/Los_Angeles,United States,Domestic
MIB,America/Chicago,United States,Domestic
KMM,Asia/Jayapura,Indonesia,Pacific
MVY,America/New_York,United States,Domestic
FWH,America/Chicago,United States,Domestic
MWC,America/Chicago,United States,Domestic
MYF,America/Los_Angeles,United States,Domestic
NIP,America/New_York,United States,Domestic
NJK,America/Los_Angeles,United States,Domestic
KMY,America/Anchorage,United States,Alaska
KNL,Pacific/Port_Moresby,Papua New Guinea,Pacific
KOL,Africa/Bangui,Central African Republic,Africa
NQX,America/New_York,United States,Domestic
NRB,America/Chicago,United States,Domestic
OKC,America/Chicago,United States,Domestic
KOM,Pacific/Port_Moresby,Papua New Guinea,Pacific
KOR,Pacific/Port_Moresby,Papua New Guinea,Pacific
ESD,America/Los_Angeles,United States,Domestic
GLB,America/Phoenix,United States,Domestic
KPB,America/Anchorage,United States,Alaska
KPE,Pacific/Port_Moresby,Papua New Guinea,Pacific
KPL,Pacific/Port_Moresby,Papua New Guinea,Pacific
KPR,America/Anchorage,United States,Alaska
KRJ,Pacific/Port_Moresby,Papua New Guinea,Pacific
RFG,America/Chicago,United States,Domestic
RHV,America/Los_Angeles,United States,Domestic
KPY,America/Anchorage,United States,Alaska
KQA,America/Nome,United States,Alaska
KQL,Pacific/Port_Moresby,Papua New Guinea,Pacific
KRU,Pacific/Port_Moresby,Papua New Guinea,Pacific
RND,America/Chicago,United States,Domestic
ROC,America/New_York,United States,Domestic
SCH,America/New_York,United States,Domestic
SDM,America/Los_Angeles,United States,Domestic
SFF,America/Los_Angeles,United States,Domestic
SKF,America/Chicago,United States,Domestic
SVQ,Europe/Madrid,Spain,Europe
KSG,Pacific/Port_Moresby,Papua New Guinea,Pacific
KTB,America/Anchorage,United States,Alaska
RUI,America/Denver,United States,Domestic
SSC,America/New_York,United States,Domestic
KSP,Pacific/Port_Moresby,Papua New Guinea,Pacific
TEX,America/Denver,United States,Domestic
THA,America/Chicago,United States,Domestic
KTK,Pacific/Port_Moresby,Papua New Guinea,Pacific
TPH,America/Los_Angeles,United States,Domestic
VAD,America/New_York,United States,Domestic
KUX,Pacific/Port_Moresby,Papua New Guinea,Pacific
BFG,America/Denver,United States,Domestic
KUP,Pacific/Port_Moresby,Papua New Guinea,Pacific
KVE,Pacific/Port_Moresby,Papua New Guinea,Pacific
KWF,America/Anchorage,United States,Alaska
KWP,America/Anchorage,United States,Alaska
KWV,Pacific/Port_Moresby,Papua New Guinea,Pacific
KWX,Pacific/Port_Moresby,Papua New Guinea,Pacific
KWY,Africa/Nairobi,Kenya,Africa
KXA,America/Sitka,United States,Alaska
KZB,America/Anchorage,United States,Alaska
KZF,Pacific/Port_Moresby,Papua New Guinea,Pacific
LAC,Asia/Kuching,Malaysia,Pacific
LBM,Africa/Maputo,Mozambique,Africa
VLC,Europe/Madrid,Spain,Europe
XRY,Europe/Madrid,Spain,Europe
LDW,Australia/Perth,Australia,Australia/New Zealand
ABC,Europe/Madrid,Spain,Europe
AGP,Europe/Madrid,Spain,Europe
ALC,Europe/Madrid,Spain,Europe
CQM,Europe/Madrid,Spain,Europe
ANE,Europe/Paris,France,Europe
LTT,Europe/Paris,France,Europe
BSL,Europe/Zurich,Switzerland,Europe
CDG,Europe/Paris,France,Europe
SXB,Europe/Paris,France,Europe
TLN,Europe/Paris,France,Europe
PEV,Europe/Budapest,Hungary,Europe
LGE,Australia/Perth,Australia,Australia/New Zealand
AOK,Europe/Athens,Greece,Europe
FOG,Europe/Rome,Italy,Europe
LGM,Pacific/Port_Moresby,Papua New Guinea,Pacific
LGN,Pacific/Port_Moresby,Papua New Guinea,Pacific
LHP,Pacific/Port_Moresby,Papua New Guinea,Pacific
PIX,Atlantic/Azores,Portugal,Europe
VIC,Europe/Rome,Italy,Europe
LNM,Pacific/Port_Moresby,Papua New Guinea,Pacific
LNC,Pacific/Port_Moresby,Papua New Guinea,Pacific
LNF,Pacific/Port_Moresby,Papua New Guinea,Pacific
LNQ,Pacific/Port_Moresby,Papua New Guinea,Pacific
LLH,America/Tegucigalpa,Honduras,Mexico/Central America
AVR,Europe/Lisbon,Portugal,Europe
CAT,America/Nassau,Bahamas,Caribbean
CVU,Atlantic/Azores,Portugal,Europe
LLL,Australia/Perth,Australia,Australia/New Zealand
PED,Europe/Prague,Czechia,Europe
VOD,Europe/Prague,Czechia,Europe
EIY,Asia/Jerusalem,Israel,Middle East
ETH,Asia/Jerusalem,Israel,Middle East
ETM,Asia/Jerusalem,Israel,Middle East
FAO,Europe/Lisbon,Portugal,Europe
FLW,Atlantic/Azores,Portugal,Europe
HOH,Europe/Vienna,Austria,Europe
SZG,Europe/Vienna,Austria,Europe
BBU,Europe/Bucharest,Romania,Europe
LTF,Pacific/Port_Moresby,Papua New Guinea,Pacific
LUZ,Europe/Warsaw,Poland,Europe
KZR,Europe/Istanbul,Türkiye,Europe
NOP,Europe/Istanbul,Türkiye,Europe
ADB,Europe/Istanbul,Türkiye,Europe
AOE,Europe/Istanbul,Türkiye,Europe
GNY,Europe/Istanbul,Türkiye,Europe
ISL,Europe/Istanbul,Türkiye,Europe
MDR,America/Anchorage,United States,Alaska
MAP,Pacific/Port_Moresby,Papua New Guinea,Pacific
MDS,America/Grand_Turk,Turks and Caicos Islands,Caribbean
NCA,America/Grand_Turk,Turks and Caicos Islands,Caribbean
MDV,Africa/Libreville,Gabon,Africa
MGG,Pacific/Port_Moresby,Papua New Guinea,Pacific
MGP,Pacific/Port_Moresby,Papua New Guinea,Pacific
PIC,America/Grand_Turk,Turks and Caicos Islands,Caribbean
AAZ,America/Guatemala,Guatemala,Mexico/Central America
AIM,Pacific/Majuro,Marshall Islands,Pacific
BII,Pacific/Majuro,Marshall Islands,Pacific
BTS,Europe/Bratislava,Slovakia,Europe
CMM,America/Guatemala,Guatemala,Mexico/Central America
SLX,America/Grand_Turk,Turks and Caicos Islands,Caribbean
DOA,Indian/Antananarivo,Madagascar,Africa
GDT,America/Grand_Turk,Turks and Caicos Islands,Caribbean
CDD,America/Tegucigalpa,Honduras,Mexico/Central America
MJE,Pacific/Majuro,Marshall Islands,Pacific
MHY,Pacific/Port_Moresby,Papua New Guinea,Pacific
KBT,Pacific/Majuro,Marshall Islands,Pacific
MIZ,Australia/Darwin,Australia,Australia/New Zealand
KIN,America/Jamaica,Jamaica,Caribbean
MJJ,Pacific/Port_Moresby,Papua New Guinea,Pacific
EBN,Pacific/Kwajalein,Marshall Islands,Pacific
